id,title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,keywords
15789,A Goofy Movie,6.981,1592,1995,35348597,78,18000000,20.923,"Romance, Animation, Family, Comedy, Adventure","parent child relationship, pop singer, musical, road trip, celebrity, first love, cross country trip, father son relationship"
50839,Margin Call,6.83,1591,2011,19504039,107,3500000,20.996,"Thriller, Drama","capitalism, brokerage, wall street, economics, downsizing, financial crisis, stock market, stock market crash, investment, investment banker, intense"
306,Beverly Hills Cop III,5.9,1590,1994,119208989,105,50000000,21.189,"Action, Comedy, Crime","rescue, undercover, detective, investigation, carousel , shootout, dirty cop, gunfight, los angeles, california, foot chase, framed, detroit, michigan, secret service, amusement park, roller coaster / rollercoaster, theme park, beverly hills, buddy cop, chop shop, counterfeit money"
9576,Tootsie,7.202,1590,1982,177200000,116,21000000,19.232,"Comedy, Romance","infidelity, new york city, love, friends, feminist, cross dressing, agent, reputation, unemployed actor, serenade, apology, live television, witty, clever social commentary"
199,Star Trek: First Contact,7.3,1590,1996,150000000,111,46000000,34.161,"Science Fiction, Action, Adventure, Thriller","spacecraft, teleportation, inventor, starship, resistance, borg, enterprise-e, cyborg, montana, repayment, obsession, time travel, speed of light, business start-up, space opera, first contact, outer space, traumatized man"
10559,Frequency,7.2,1588,2000,68106245,118,31000000,21.484,"Science Fiction, Thriller","rescue, future, new york city, race against time, mother, escape, detective, baseball, investigation, time travel, radio, father, time, family relationships, paranormal, flashback, murder, explosion, criminal investigation, firefighter, phenomenon, amateur radio, aurora borealis, altering history"
395458,Suburbicon,5.876,1586,2017,12751667,105,25000000,12.968,"Thriller, Crime, Drama, Mystery",dark comedy
7984,In the Name of the Father,7.896,1585,1993,65796862,133,13000000,15.973,Drama,"prison, rebellion, based on novel or book, parent child relationship, faith, 1970s, biography, northern ireland, trial, torture, terrorism, ira (irish republican army), courtroom, prison riot, belfast, north ireland, terrorist bombing, english police, father son conflict, innocent in jail, father son relationship, innocent man, irish history, corrupt police officials, petty thief, corrupt legal system, corrupt district attorney, irish resistance, irish writer"
9036,Eight Below,6.989,1583,2006,120455994,120,40000000,16.003,"Adventure, Drama, Family","expedition, pilot, survival, antarctica, sled dogs, seal (animal), pets"
64720,Take Shelter,7.036,1581,2011,3099314,120,5000000,13.027,"Thriller, Drama, Horror","small town, beach, schizophrenia, nightmare, obsession, deaf, ohio, shelter, end of the world, premonition, sanity, apocalypse, storm, mental illness, construction worker, bank loan, storm shelter, apocalyptic vision"
291270,Anomalisa,7.128,1581,2015,5659286,90,8000000,11.162,"Animation, Drama, Romance, Comedy","depression, nightmare, love at first sight, puppet, stop motion, adult animation, existentialism, convention, anti-depressant"
1647,The Recruit,6.348,1580,2003,101191884,115,46000000,13.178,"Action, Thriller","cia, washington dc, usa, spy, recruit, training, surveillance, extramarital affair"
708,The Living Daylights,6.505,1580,1987,191185897,130,40000000,20.543,"Action, Adventure, Thriller","prison, london, england, assassination, airplane, escape, arms smuggling, england, secret mission, arms deal, spy, falsely accused, big wheel, secret intelligence service, drug trafficking, secret identity, cello, villain, kgb, renegade, special car, tangier morocco, country estate, orchestra, freedom fighter, czechoslovakia, bratislava, slovakia, afghanistan, schloss schönbrunn, vienna, austria, moscow, russia"
13836,Race to Witch Mountain,5.813,1580,2009,106303988,98,50000000,23.286,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action","spacecraft, teleportation, mountain, laser, telekinesis, alien, super power, military, duringcreditsstinger"
581032,News of the World,6.99,1579,2020,12668325,118,38000000,12.601,"Drama, Western, Adventure","newspaper, based on novel or book, texas, horse, native american, shootout, orphan, american civil war, civil war veteran, horse and wagon, 19th century, injured horse"
11003,The Wedding Singer,6.769,1577,1998,123306987,100,18000000,15.439,"Romance, Comedy","marriage proposal, love of one's life, wedding vows, bride, bridegroom, falling in love"
12783,The Duchess,6.993,1577,2008,43306325,110,17759769,17.296,"Drama, History, Romance","adultery, infidelity, london, england, husband wife relationship, politics, marriage crisis, gambling debt, duke, biography, based on true story, unfaithfulness, royalty, historical fiction, period drama, aristocrat, 18th century, duchess, costume drama, philanderer"
385103,Scoob!,7.112,1576,2020,28588425,93,90000000,21.788,"Animation, Comedy, Family, Mystery","friendship, superhero, heroism, talking dog, prequel, friends, based on cartoon, criminal investigation, boy and dog, caveman, fright"
499701,Dora and the Lost City of Gold,6.674,1574,2019,120597108,102,49000000,24.131,"Adventure, Comedy, Family, Fantasy","peru, museum, fox, based on cartoon, jungle, lost city, quicksand, monkey, lost civilization, live action and animation, teenage protagonist, based on tv series"
223,Rebecca,7.914,1573,1940,7592465,130,1288000,14.81,"Mystery, Romance, Thriller, Drama","based on novel or book, age difference, obsession, monte carlo, bride, cornwall, england, love, film noir, rural area, devotion, housekeeper, death, estate, costume party, age-gap relationship"
10431,War,6.286,1573,2007,40452643,103,25000000,27.056,"Action, Thriller","fbi, revenge"
62206,30 Minutes or Less,5.744,1571,2011,40547440,83,28000000,24.317,"Action, Adventure, Comedy","pizza boy, pizza delivery, aftercreditsstinger"
22824,The Fourth Kind,6.302,1571,2009,47709193,98,10000000,22.56,"Mystery, Science Fiction, Thriller","sibling relationship, investigation, wheelchair, hypnosis, based on true story, cover-up, ufo, alaska, disappearance, hospital, alien abduction, patient, psychotherapy, fake documentary, found footage, nome alaska, faked footage, audio cassette, anchorage alaska, police fake, duringcreditsstinger"
8963,Crimson Tide,7.164,1571,1995,157387195,116,53000000,21.276,"Thriller, Action","mutiny, submarine, missile, embassy, nuclear missile, battle for power, u.s. navy, terrorism, military, moral dilemma, post cold war, aircraft carrier, chain of command, launch code, sonar, nuclear submarine"
28211,Chloe,6.07,1570,2010,13657649,96,14000000,16.685,"Drama, Thriller, Mystery","toronto, canada, remake, playing piano, suspicious wife"
486131,Shaft,6.541,1570,2019,21360215,111,30000000,13.675,"Action, Crime","sequel, shootout, drug lord, reboot, death of friend"
2064,While You Were Sleeping,6.963,1569,1995,182057016,103,17000000,17.378,"Romance, Comedy","chicago, illinois, coma, sibling relationship, love of one's life, brother, subway, romantic comedy, man of one's dreams, hospital, christmas"
13510,Eden Lake,6.795,1569,2008,3984669,91,12850990,36.75,"Horror, Thriller","lake, beach, husband wife relationship, sadism, camping, rottweiler, forest, revenge, survival, fear, couple, gang violence, teenage killer"
2196,Death at a Funeral,6.877,1568,2007,46789413,90,9000000,14.203,"Comedy, Drama","farewell, sibling relationship, funeral, parent child relationship, age difference, coffin, sadness, dark comedy, lsd, gathering, surprise, studies, hallucinogen, drug trip, arrogance, female corpse"
3432,Mr. Brooks,6.904,1568,2007,48443734,120,20000000,14.708,"Crime, Thriller","psychopath, investigation, witness, alter ego, murder, serial killer, female detective"
9874,Cobra,6.049,1568,1986,49042224,87,25000000,29.641,"Action, Crime, Thriller","showdown, mannequin, resistance, psychopath, prosecution, street war, cop, murder, gang, witness to murder, action hero, good versus evil"
556678,Emma.,7.041,1567,2020,25155355,125,10000000,19.834,"Comedy, Romance","based on novel or book, matchmaking, english countryside, 19th century, georgian or regency era, matchmaker"
11820,Mona Lisa Smile,6.92,1565,2003,0,117,65000000,20.981,"Drama, History, Romance","massachusetts, art school, inspiration, feminist, conservative, lgbt, post war, post world war ii, faculty, art history, teacher hero, women's issues, subversive, 1950s, unmarried woman, woman centric, women and society, woman independence, women's independence, liberal arts"
925,Do the Right Thing,7.756,1563,1989,37300000,120,6500000,12.08,Drama,"new york city, police brutality, hip-hop, italian american, culture clash, chaos, black people, heat, street war, restaurant critic, radio transmission, punk rock, pizzeria, police operation, pizza, love, money, racism, brooklyn, new york city, heatwave"
9530,RV,5.867,1563,2006,87528173,99,50000000,19.863,"Family, Comedy","workaholic, parent child relationship, camping, marriage, rocky mountains, colorado, car crash, slapstick comedy, family vacation, family holiday, recreational vehicle"
85889,Filth,6.86,1562,2013,9114264,97,5000000,11.088,"Crime, Drama, Comedy","based on novel or book, detective, cocaine, investigation, manipulation, dark comedy, edinburgh, scotland, hallucination, sexism, cop, murder, dirty cop, drugs, drunkenness, christmas, bipolar disorder, corrupt cop, misanthrope"
7270,Matchstick Men,6.985,1561,2003,65565672,116,62000000,11.439,"Comedy, Drama, Crime, Thriller","daughter, based on novel or book, parent child relationship, con man, pole dancer, obsessive compulsive disorder, criminal, bank vault, neurotic"
445629,Fighting with My Family,6.859,1561,2019,39055536,108,11000000,23.287,Comedy,"england, sports, wrestling, biography, based on true story, family drama, family, norfolk"
152,Star Trek: The Motion Picture,6.5,1561,1979,139000000,132,35000000,40.282,"Science Fiction, Adventure, Mystery","spacecraft, man vs machine, artificial intelligence (a.i.), self sacrifice, teleportation, san francisco, california, starship, space opera, reunited friends, outer space"
10072,A Nightmare on Elm Street 3: Dream Warriors,6.672,1560,1987,44800000,96,4000000,17.767,"Horror, Thriller","dream, nightmare, sadism, psychopath, group therapy, supernatural, hypnosis, ohio, sequel, murder, slasher, trapped, alcoholic, mental illness, dream sequence, catholicism, disfigurement, sleepwalking, mental hospital, nightmare becomes reality, psychotherapist, supernatural horror"
774825,The Ice Age Adventures of Buck Wild,6.676,1560,2022,0,82,0,70.458,"Animation, Comedy, Adventure, Family","ice age, snow, spin off, polar adventure"
323675,Ride Along 2,6.241,1560,2016,124827316,102,40000000,20.139,"Action, Comedy","police, family relationships, sequel, police officer, misadventure, buddy film"
8489,Ali,6.763,1558,2001,87713825,157,107000000,18.071,Drama,"transporter, boxer, biography"
579047,Reminiscence,6.664,1558,2021,18717947,116,68000000,19.501,"Mystery, Science Fiction","miami, florida, drug addiction, new orleans, louisiana, flashback, murder, memory, woman director, neo-noir"
18480,Brüno,5.619,1558,2009,138805831,83,42000000,13.343,Comedy,"homophobia, drag queen, satire, dominatrix, celebrity, mockumentary, social satire, fame, hollywood, tv reporter, lgbt, austrian, duringcreditsstinger, sex tape, celebrity interview, gay theme"
1588,Bring It On,6.225,1556,2000,90449929,98,28000000,16.369,Comedy,"high school, florida, sports, routine, cheerleader, plagiarism, rivalry, high school sports, cheerleading, teen movie, teenage girl, audition, cheering crowd, choreography, championship, duringcreditsstinger"
7288,Duplex,6.086,1556,2003,19322135,89,40000000,12.89,Comedy,"dark comedy, new home, neighbor neighbor relationship"
553604,Honest Thief,6.526,1556,2020,31220247,99,0,24.647,"Thriller, Action, Crime, Drama","bomb, bank robber, criminal past, divorce, fbi agent"
136418,Hummingbird,6.167,1555,2013,8352885,100,20000000,28.477,"Action, Thriller","london, england, homeless person, redemption, chinese mafia, criminal underworld, stolen identity, homeless"
10220,Rounders,7.003,1554,1998,22921898,121,12000000,24.532,"Drama, Crime","new york city, friendship, casino, poker, gambling, call girl, bratva (russian mafia), gambling debt, roulette, gain, atlantic city, law student, loan shark, credit card fraud, neo-noir"
4614,The Sum of All Fears,6.328,1554,2002,193921372,124,68000000,23.775,"Thriller, Action, Drama","cia, usa president, based on novel or book, atomic bomb, spy, cold war, intelligence, chechnya, intelligence agency, nuclear explosion, terrorism, jack ryan, ex military, russian president, baltimore, maryland, cia analyst, intelligence analyst, arms inspection, imminent threat"
296100,The Night Before,6.089,1554,2015,52395996,101,25000000,11.792,"Comedy, Adventure, Fantasy","new york city, holiday, christmas party, male friendship, hanukkah, drugs, childhood friends, christmas music, christmas"
170687,The Boxtrolls,6.669,1553,2014,108255770,97,60000000,18.627,"Animation, Comedy, Family, Fantasy","based on novel or book, parent child relationship, stop motion, unlikely friendship, duringcreditsstinger"
4566,Michael Clayton,6.767,1552,2007,92991835,120,25000000,16.062,"Drama, Thriller, Mystery, Crime","new york city, killing, chambers of a barrister, restaurant, fake suicide, lawsuit, business ethics, scandal, crooked lawyer, lawyer, law firm, legal thriller"
16538,"I Love You, Man",6.545,1552,2009,91980359,105,41000000,22.154,"Comedy, Romance","bondage, poker, wedding reception, fiancé, marriage, male friendship, gay interest, wedding, real estate agent, duringcreditsstinger, best man"
617,Wild Things,6.3,1551,1998,67200000,108,20000000,23.351,"Mystery, Thriller, Drama","sailboat, florida, rape, sexual abuse, court case, blackmail, eroticism, sailing, seduction, everglades, heart-throb, cheerleader, menage a trois, conspiracy, duringcreditsstinger, erotic thriller, accusation, pool"
10808,Dr. Dolittle 2,5.288,1551,2001,176104344,87,70000000,16.296,"Comedy, Family, Romance, Fantasy","veterinarian, forest, anthropomorphism, bear, animal, nature, animal protection, helping"
324670,Spectral,6.421,1549,2016,0,109,70000000,24.743,"Science Fiction, Thriller, Action","supernatural, military"
9072,Little Man,5.881,1547,2006,101595121,98,64000000,52.225,"Comedy, Crime","baby, small person, married couple, adoption, criminal"
12106,The Quick and the Dead,6.518,1546,1995,47000000,107,35000000,23.452,"Western, Action","gunslinger, revenge, prairie, shootout"
454293,Night School,6.167,1546,2018,33157615,111,29000000,29.771,Comedy,"baseball bat, exam, car crash, dyslexia, teacher, prom, learning disability, night school, high school drop out, boxing ring"
873,The Color Purple,7.747,1546,1985,146292000,154,15000000,15.337,"Drama, History","prison, rape, sibling relationship, jazz, southern usa, africa, black people, empowerment, adoption, violent father, violent husband, jazz singer or musician, letter, incest"
9357,One Hour Photo,6.64,1545,2002,52223306,96,12000000,14.385,"Drama, Thriller","hotel room, cheating, supermarket, penalty, photography, knife, birthday party, stalker, photo lab, voyeurism, unfaithful husband"
14359,Doubt,7.182,1545,2008,50907234,104,20000000,11.965,Drama,"sexual abuse, wine, janitor, singing, pedophile, gossip, compassion, tolerance, 1960s"
9531,Superman III,5.491,1545,1983,75850624,125,39000000,24.198,"Comedy, Science Fiction, Action, Adventure","saving the world, superhero, super computer, identity crisis, loss of powers, based on comic, sequel, hacking, super power, bowling alley, superhuman strength"
655,"Paris, Texas",8.093,1544,1984,2181987,145,1746964,17.248,Drama,"van, regret, sibling relationship, texas, peep show, redemption, mute, los angeles, california, on the road, desert, family, modern-day western, neo-western, new german cinema"
11172,Music and Lyrics,6.408,1544,2007,145896422,105,40000000,20.553,"Comedy, Music, Romance","pop star, romantic comedy, has been, song writing, piano, lyrics"
11327,Midnight Express,7.522,1544,1978,35000000,121,2300000,17.157,"Drama, Crime","prison, airport, drug smuggling, escape, court, 1970s, attempt to escape, based on true story, prison guard, lawyer, torture, hashish, brutality, electronic music score, prison sentence, masturbation, prison brutality, istanbul, turkey, sadistic warden"
2018,The Wedding Planner,5.911,1543,2001,94728529,103,35000000,17.657,"Comedy, Romance","san francisco, california, arranged marriage, wedding planner, romantic comedy, doctor, wedding, heiress, childhood friends, chance meeting, damsel in distress, heroic rescue, pediatrician, single woman, italian immigrant, organized, new money, in love with someone's man, old movies, fake fiancé, immigrant parents"
1729,The Forbidden Kingdom,6.615,1542,2008,127906624,104,55000000,31.475,"Action, Adventure, Fantasy","martial arts, based on novel or book, temple, legend, villainess, time travel, fistfight, shaolin, tempel, urination, east asian lead, staff, medieval, wuxia, warrior, action hero"
181283,Child 44,6.265,1541,2015,3324330,137,50000000,26.41,"Crime, Thriller","based on novel or book, child murder, soviet union, murder, serial killer, military, stalinism, 1950s"
151960,Planes,5.879,1541,2013,219788712,91,50000000,23.493,"Animation, Family, Adventure, Comedy","countryside, competition, training, crop duster, anthropomorphism, fighter jet, around the world, personification, dedication"
325789,The Infiltrator,6.657,1540,2016,21011110,127,28000000,13.052,"Crime, Drama, Thriller","undercover, biography, drugs, drug lord"
242095,The Signal,5.977,1540,2014,2665322,97,4000000,10.797,"Thriller, Science Fiction","hacker, virtual reality, road trip, super power, secret laboratory"
2604,Born on the Fourth of July,6.997,1539,1989,161001698,145,14000000,25.864,"Drama, War","vietnam war, vietnam veteran, post-traumatic stress disorder (ptsd), 1970s, wheelchair, biography, based on true story, based on memoir or autobiography, desert, fourth of july, anti war, drunkenness, 1950s, 1960s"
10761,Made of Honor,6.446,1538,2008,106407672,101,40000000,16.646,"Comedy, Romance","love of one's life, scotland, ladykiller, bridesmaid, forbidden love, romantic comedy, one-night stand, friends in love"
238215,The Cobbler,5.845,1537,2014,0,99,0,13.883,"Fantasy, Comedy, Drama","gang leader, cobbler, jewish family, body switch, shoes, lower east side, sewing machine, jewish neighborhood, magical, new york"
475430,Artemis Fowl,5.61,1536,2020,0,94,125000000,15.458,"Adventure, Fantasy, Science Fiction, Family, Action","ransom, magic, kidnapping, fairy, based on children's book, criminal mastermind, family, kid genius"
7278,Meet the Spartans,4.031,1535,2008,85897593,84,30000000,24.426,Comedy,"army, fight, queen, penguin, parody, black hole, spoof, s.a.t., aftercreditsstinger, duringcreditsstinger"
1852,World Trade Center,6.1,1533,2006,163247198,129,65000000,17.963,"Drama, History, Thriller","rescue, hero, alarm clock, war on terror, runaway, fire engine, marine, hospital, terrorism, trapped, rubble, rescue team, 9/11, world trade center, terrorist group, al qaeda, firefighter"
590,The Hours,7.285,1529,2002,41597830,114,25000000,15.915,Drama,"depression, suicide, london, england, drowning, based on novel or book, aids, self-destruction, home, poetry, literature, province, empowerment, way of life, delusion, sense of life, country life, family's daily life, homelessness, leaving one's family"
245168,Suffragette,7.263,1527,2015,16002420,106,14000000,11.596,"Drama, History","london, england, biography, feminist, period drama, woman director, 1910s, suffragettes"
407448,Detroit,7.306,1527,2017,23355100,143,34000000,11.822,"Crime, Drama, Thriller, History","fire, police brutality, church choir, based on true story, beating, murder, racism, church, detroit, michigan, 1960s"
2657,Pleasantville,7.243,1526,1998,49805462,124,60000000,15.453,"Fantasy, Comedy, Drama","sibling relationship, dystopia, diner, satire, book burning, coming of age, racism, black and white, bathtub, tv show in film, masturbation, alternate reality, magic realism, color, 1950s, tv repairman"
4584,Sense and Sensibility,7.443,1522,1995,134582776,136,16000000,22.296,"Drama, Romance","secret love, london, england, based on novel or book, widow, military officer, servant, country life, pneumonia, inheritance, period drama, english countryside, rainstorm, decorum, horse carriage, young love, dowry, 19th century, penniless, social elite, bloodletting, free spirited, sussex, 1800s, sisters love, social classes, marry for money, secret engagement, devonshire, england"
37786,Sex and the City 2,6.1,1522,2010,290745055,146,100000000,19.338,"Comedy, Drama, Romance","female friendship, vacation, travel, gay marriage, american abroad, manhattan, new york city, united arab emirates, former lovers, abu dhabi"
10774,Network,7.826,1520,1976,23689877,122,3800000,20.08,Drama,"adultery, new york city, corruption, profit, satire, tv ratings, murder, corporate, reporter, co-workers relationship, tv show in film, meeting, political satire, news, fired, network, anchor, tv news anchor"
4379,Monster-in-Law,6.178,1520,2005,154749918,101,43000000,20.868,"Romance, Comedy","surgeon, man of one's dreams, free spirit, falling in love, overbearing mother, drinking, nervous breakdown, fiancé fiancée relationship, fashion design, rich man poor woman, scheme, wealth differences, rich family, imminent wedding, mother son relationship, interfering mother-in-law, disapproving parent, talk show host, best friends, controlling parent, meddling mother, moving in with significant other, chance encounter, temp worker, dogwalker, impromptu proposal"
491480,The Boy Who Harnessed the Wind,7.93,1520,2019,0,113,0,29.761,"Drama, History, Family",feelgood
25793,Precious,7.336,1520,2009,47536959,110,10000000,12.639,Drama,"rape, aids, illiteracy, unwillingly pregnant, balloon, school, crying, motorcycle, harlem, new york city, 1980s, abusive mother"
283378,Fallen,6.111,1519,2016,0,91,0,13.042,"Drama, Fantasy, Romance","based on novel or book, fallen angel, reform school, based on young adult novel"
15196,Clue,7.217,1519,1985,14643997,94,15000000,25.961,"Comedy, Thriller, Crime, Mystery","blackmail, butler, board game, mansion, whodunit, maid, old house"
285923,Grindhouse,6.981,1519,2007,25422088,191,67000000,12.037,"Thriller, Action, Horror","exploitation, slasher, zombie, killer, death"
262543,Automata,5.831,1519,2014,6237990,110,7000000,20.739,"Thriller, Science Fiction","future, artificial intelligence (a.i.), hitman, dystopia, robot, ecology, desert, 2040s, ai"
6877,Failure to Launch,5.764,1518,2006,128406887,97,50000000,15.915,"Comedy, Romance","romantic comedy, hotel mom, lying, living with parents, pretend relationship"
290,Barton Fink,7.453,1517,1991,6153939,117,9000000,18.404,"Comedy, Drama","hotel, screenplay, mass murder, movie business, screenwriter, neighbor, los angeles, california, neo-noir, 1940s"
298382,The Dressmaker,6.992,1516,2015,25003426,118,11930000,13.657,"Drama, Comedy","australia, small town, based on novel or book, suppressed past, dark comedy, bullying, exile, dressmaker, revenge, accidental death, house fire, hometown, brother sister , dressing, costume designer, cross dresser, fashion design, woman director, suppressed memory, australian outback, evening gown, odd crowd, accused of murder, 1950s, town gossip, revenge tragedy, return to hometown, grain silo"
38317,Zookeeper,5.421,1516,2011,169852759,102,80000000,19.62,"Comedy, Romance, Family","zoo, anthropomorphism, zookeeper, scientist, ostrich, monkey, bullfrog, car dealership, duringcreditsstinger"
10588,The Cat in the Hat,5.297,1516,2003,133800000,81,109000000,36.729,"Comedy, Adventure, Family, Fantasy","sibling relationship, chaos, cat, boredom, surrealism, stepfather, slapstick comedy, house party, based on children's book, goldfish, impersonation, impersonating a police officer, talking cat, talking fish, live action and animation, mother son relationship, mother daughter relationship"
258509,Alvin and the Chipmunks: The Road Chip,6.0,1516,2015,233755553,92,90000000,30.212,"Adventure, Animation, Comedy, Family","anthropomorphism, chipmunk, hitchhiker, aftercreditsstinger, duringcreditsstinger, live action and animation"
4421,G.I. Jane,6.435,1515,1997,48169156,125,50000000,24.978,"Action, Drama","gulf war, helicopter, middle east, libya, u.s. navy, sexism, naval officer, sexual harassment, feminist, u.s. navy seal, drill instructor, military, against the odds, u.s. senator, us military, military training, reconnaissance, sexual discrimination, proving oneself, political, women in the military, woman in a man's world, military tradition, one of the guys, physical training, military exercises, seal team"
9372,Super Size Me,6.741,1515,2004,28575078,100,65000,10.989,Documentary,"experiment, diet, junk food, health, food industry, fast food"
9718,Talladega Nights: The Ballad of Ricky Bobby,6.346,1514,2006,162966177,108,72500000,18.695,Comedy,"car race, prayer, north carolina, family dinner, motorcycle, advertising, divorce, nascar, dog trainer, sport competition, psychosomatic illness, aftercreditsstinger, duringcreditsstinger"
2640,Heathers,7.303,1512,1989,1108462,103,3000000,22.324,"Comedy, Crime","high school, friendship, adolescence, suicide, diary, dark comedy, bully, teen movie, death, clique, bullied, provocative, absurd"
8952,I Love You Phillip Morris,6.416,1512,2009,20768906,98,13000000,15.758,"Comedy, Crime, Drama, Romance","small town, miami, florida, judge, con man, fraud, insurance fraud, car crash, jail, lgbt, white collar criminal, 1990s, gay theme, gay relationship"
44603,Hereafter,6.08,1512,2010,106956330,129,50000000,14.083,"Drama, Fantasy","journalist, afterlife, tsunami"
10735,What a Girl Wants,6.235,1510,2003,50732139,105,20000000,19.85,"Comedy, Romance, Drama, Family","daughter, london, england, england, parent child relationship, election campaign, culture clash, paparazzi, politician, royalty, teen movie, teenage girl, american abroad, teen comedy, father daughter reunion, woman director, teenage romance, father daughter relationship"
55846,Blitz,6.168,1510,2011,15800000,97,15774948,29.884,"Crime, Action, Thriller","london, england, based on novel or book, homophobia, psychopath, revenge, murder, arson, serial killer, lawyer, police detective, lgbt"
268920,Hot Pursuit,5.689,1509,2015,51680201,87,35000000,14.711,"Action, Comedy, Crime","prisoner, drug trafficking, texas, witness protection, police protection, cop, u.s. marshal, on the run, drug cartel, shootout, police officer, drug lord, woman director, legacy, outtakes, police escort, car chase, ride along, by-the-book"
453201,The 15:17 to Paris,5.423,1509,2018,57076286,94,30000000,16.183,"Drama, Thriller","paris, france, based on novel or book, classroom, train, terrorism, terrorist group"
171372,Frank,6.876,1509,2014,1897363,95,1000000,7.97,"Comedy, Drama, Mystery","mask, friendship, musician, identity, ireland, songwriter, austin, texas, twitter, mysterious, mental problems, keyboardist"
9349,Universal Soldier,6.265,1507,1992,0,102,23000000,22.344,"Thriller, Action, Science Fiction, Crime","vietnam, revitalization, barrage, reporter, soldier"
1825,Over the Top,6.364,1507,1987,16057580,93,25000000,18.602,"Action, Drama","sports, bad father-in-law, road trip, truck driver, arm wrestling"
417320,Descendants 2,7.378,1507,2017,0,111,0,30.825,"Family, Music, Fantasy, TV Movie, Adventure, Action, Romance","magic, fairy tale, villain, musical, teen movie"
592,The Conversation,7.528,1505,1974,4420000,113,1600000,18.055,"Crime, Drama, Mystery","shadowing, san francisco, california, technology, spy, audio tape, paranoia, wiretap, saxophone, conspiracy, tragic event, surveillance, voyeur"
454640,The Angry Birds Movie 2,7.119,1505,2019,147792047,97,65000000,29.899,"Animation, Comedy, Adventure, Family","island, rivalry, sequel, family, animal kingdom"
205220,Philomena,7.361,1504,2013,100129872,98,12000000,8.37,Drama,"journalist, london, england, washington dc, usa, based on novel or book, nurse, faith, forgiveness, orphanage, adoption, based on true story, scandal, ireland, teenage pregnancy, chance meeting, human interest, unwed mother, international adoption, search for child, mother son relationship, abbey, convent, deep sadness, secrets"
591275,Fear Street: 1666,7.167,1503,2021,0,114,0,19.655,"Mystery, Horror","based on novel or book, curse, witchcraft, witch hunt"
10992,Cats & Dogs,5.381,1503,2001,93375151,87,60000000,16.7,"Family, Comedy","martial arts, hero, fight, cat, spy, secret organization, villain, governance, puppy, talking dog, allergy, dog, cat vs dog, talking cat, pets"
845,Strangers on a Train,7.681,1503,1951,7000000,103,1200000,19.469,"Crime, Thriller","infidelity, island, based on novel or book, perfect crime, psychopath, obsession, detective, suspicion, theory, carousel , lighter, gay interest, film noir, stalking, black and white, train, strangulation, double cross, amusement park, husband wife estrangement, chance meeting, cocktail party, fiancée, perfect murder, penn station, storm drain, tennis match, tennis pro, trains, homosexual subtext, murder swap, the perfect murder"
512,Scoop,6.587,1501,2006,31584901,96,4000000,11.926,"Comedy, Mystery","daughter, newspaper, journalist, prostitute, drowning, funeral, upper class, afterlife, magic, tarot cards, suspicion of murder, investigation, music instrument, magic show, lordship, headline, swimming pool, wealth, murder, american, united kingdom"
42684,Skyline,4.983,1501,2010,66984888,92,10000000,23.811,"Science Fiction, Adventure, Action, Thriller","missile, transformation, light, giant monster, alien, unfaithfulness, fireplace, los angeles, california, alien invasion, cell phone, rooftop, pregnant woman, group of friends, boyfriend girlfriend relationship, duringcreditsstinger, alien monster, alien creature, spaceship, apartment, party, giant creature, suspense, blue light, exposed brain"
9994,The Great Mouse Detective,7.04,1500,1986,38625550,74,14000000,28.145,"Animation, Family, Adventure, Mystery","london, england, detective, queen, mouse, victorian england, cartoon mouse, 19th century"
300673,The Finest Hours,6.6,1500,2016,52099090,117,80000000,16.102,"Action, Drama, History, Thriller","coast guard, rescue mission, based on true story, survival, storm at sea, sinking ship, 1950s"
646207,The Ice Road,6.912,1499,2021,7502846,108,0,29.361,"Action, Thriller","truck, truck driver, mine explosion, manitoba, ice road"
648579,The Unbearable Weight of Massive Talent,6.801,1499,2022,29116320,107,30000000,34.057,"Action, Comedy, Crime","cia, undercover, screenplay, birthday party, drug lord, struggling actor, father daughter relationship, actor playing themself"
9563,Any Given Sunday,6.831,1499,1999,100230832,162,55000000,20.69,Drama,"sports, american football, american football coach, trainer, training, american football stadium"
963,The Maltese Falcon,7.728,1497,1941,1772000,100,375000,22.121,"Mystery, Crime, Thriller","based on novel or book, san francisco, california, loss of loved one, detective, film noir, murder, statuette, whodunit, black and white, private detective, black bird, private eye"
76617,Texas Chainsaw 3D,5.445,1496,2013,47340586,92,10000000,33.684,"Horror, Thriller","home, gore, sequel, leatherface, slasher, chainsaw, shattered home, violent death, bloody fight, blood lust, aftercreditsstinger, duringcreditsstinger, góry, sawing, hewitt"
287424,Maggie,5.365,1496,2015,187112,95,4000000,18.998,"Horror, Drama, Mystery","dystopia, post-apocalyptic future, zombie"
746,The Last Emperor,7.624,1495,1987,43984230,163,23000000,19.387,"Drama, History","suicide, experiment, china, isolation, buddhism, becoming an adult, war crimes, suicide attempt, war on drugs, revolution, drug addiction, opium, arranged marriage, world war ii, emperor, coup d'etat, manchuria, dynasty, reeducation camp, biography, based on true story, autobiography, teacher, beijing, china, dowager, decadence, communism, 1920s, 1940s, 1950s, 1910s, 1930s, japanese occupation of china, lgbt interest"
